,x,y,start,stop,toa,tot,ftoa
455,184,97,0.00017568749999999998,0.0001844125,7028,349,8
456,16,105,0.0001759515625,0.0001864265625,7039,419,15
457,250,89,0.00017632187499999998,0.00018592187499999997,7053,384,2
458,138,14,0.00017654843750000002,0.00018109843750000002,7062,182,1
459,226,158,0.0001766640625,0.00018893906250000002,7067,491,7
460,95,197,0.00017674375,0.00020166875,7070,997,4
461,34,31,0.00017695,0.000200825,7078,955,0
462,25,72,0.000177675,0.00017837499999999999,7107,28,0
463,216,246,0.000179003125,0.000186228125,7161,289,14
464,241,102,0.0001791078125,0.0001910078125,7165,476,11
465,167,12,0.00017914218749999998,0.00020109218749999997,7166,878,5
466,195,50,0.00017961875,0.00020494375,7185,1013,4
467,30,191,0.0001800953125,0.00019947031249999998,7204,775,3
468,213,149,0.00018156406250000002,0.0001990140625,7263,698,7
469,232,123,0.00018178125,0.00020283125,7272,842,12
470,144,144,0.000181828125,0.000206703125,7274,995,14
471,200,103,0.00018187968750000002,0.0001854046875,7276,141,13
472,36,147,0.00018208437500000002,0.00019013437500000003,7284,322,10
473,149,88,0.0001829484375,0.0002077734375,7318,993,1
474,23,205,0.00018301718749999998,0.0001863421875,7321,133,5
475,37,91,0.00018317968750000002,0.00018432968750000002,7328,46,13
476,255,194,0.00018349375,0.00018409374999999999,7340,24,4
477,97,221,0.0001837828125,0.00020760781249999999,7352,953,11
478,169,96,0.0001839453125,0.0001864703125,7358,101,3
479,196,101,0.0001844171875,0.00019516718749999998,7377,430,5
480,191,1,0.0001860453125,0.0002068203125,7442,831,3
481,0,173,0.00018700625,0.00021178125,7481,991,12
482,241,130,0.000187025,0.000187275,7481,10,0
483,43,186,0.0001883484375,0.0002135484375,7534,1008,1
484,157,151,0.000188659375,0.00019250937500000002,7547,154,10
485,88,252,0.00018876875,0.00019374375,7551,199,4
486,182,253,0.0001892765625,0.0002014765625,7572,488,15
487,253,41,0.000189715625,0.000208040625,7589,733,6
488,94,207,0.00018971718749999998,0.00020579218749999998,7589,643,5
489,71,72,0.000189890625,0.00020234062500000001,7596,498,6
490,178,217,0.0001900421875,0.00020556718750000002,7602,621,5
491,64,92,0.0001908515625,0.0002052015625,7635,574,15
492,234,25,0.0001912359375,0.0002092359375,7650,720,9
493,199,217,0.0001914265625,0.0001939765625,7658,102,15
494,183,253,0.000192315625,0.000203215625,7693,436,6
495,157,65,0.0001931765625,0.00021682656250000002,7728,946,15
496,103,48,0.0001934375,0.0002094125,7738,639,8
497,194,30,0.0001935203125,0.0001974453125,7741,157,3
498,165,78,0.00019361875000000001,0.00021311875000000003,7745,780,4
499,200,64,0.0001941921875,0.0002038921875,7768,388,5
500,196,115,0.00019475625,0.00020513125,7791,415,12
501,114,194,0.00019509375,0.00021719375,7804,884,4
502,160,32,0.00019553906250000002,0.00021673906250000002,7822,848,7
503,164,93,0.000196034375,0.000203409375,7842,295,10
504,244,242,0.0001961578125,0.0002090078125,7847,514,11
505,192,167,0.0001965546875,0.00021035468750000002,7863,552,13
506,222,181,0.0001970625,0.0002034875,7883,257,8
507,232,66,0.000197565625,0.000207090625,7903,381,6
508,222,139,0.0001979765625,0.00021857656249999998,7920,824,15
509,151,16,0.0001980296875,0.0002047296875,7922,268,13
510,232,25,0.00019846406250000002,0.00020166406250000002,7939,128,7
511,49,153,0.0001985265625,0.00021347656250000002,7942,598,15
512,17,100,0.0001993125,0.0002030125,7973,148,8
513,34,234,0.0001993625,0.0002102625,7975,436,8
514,220,115,0.00020025,0.00020669999999999998,8010,258,0
515,83,169,0.0002010625,0.0002132375,8043,487,8
516,125,72,0.0002022359375,0.0002273609375,8090,1005,9
517,115,127,0.00020255,0.000228025,8102,1019,0
518,61,108,0.00020272343750000002,0.00021977343750000003,8109,682,1
519,15,215,0.00020273125,0.00021905625,8110,653,12
520,217,193,0.00020305312499999998,0.000219578125,8123,661,14
521,214,12,0.0002035984375,0.0002056734375,8144,83,1
522,8,172,0.0002042609375,0.0002277109375,8171,938,9
523,172,141,0.00020453125000000001,0.00021730625,8182,511,12
524,213,171,0.0002045328125,0.0002143078125,8182,391,11
525,205,153,0.00020468749999999998,0.0002274375,8188,910,8
526,104,14,0.0002047171875,0.0002164171875,8189,468,5
527,248,201,0.0002051828125,0.00021818281249999998,8208,520,11
528,182,216,0.0002053875,0.0002077375,8216,94,8
529,177,244,0.0002055125,0.0002280125,8221,900,8
530,242,193,0.0002055203125,0.0002065953125,8221,43,3
531,244,48,0.00020589218749999998,0.0002064421875,8236,22,5
532,2,148,0.0002059171875,0.0002142921875,8237,335,5
533,78,114,0.0002061203125,0.00021254531250000002,8245,257,3
534,239,142,0.0002062390625,0.00020931406250000002,8250,123,7
535,239,162,0.0002068953125,0.0002275203125,8276,825,3
536,74,178,0.00020730468750000002,0.00022467968750000003,8293,695,13
537,4,122,0.00020745312499999998,0.00020935312499999997,8299,76,14
538,107,244,0.00020758125,0.00022000625,8304,497,12
539,140,73,0.000207696875,0.000221471875,8308,551,2
540,108,160,0.000208303125,0.000232278125,8333,959,14
541,145,213,0.00020861718749999998,0.00021876718749999998,8345,406,5
542,49,115,0.00020910625,0.00021508125,8365,239,12
543,106,212,0.00020919218749999998,0.0002264421875,8368,690,5
544,243,57,0.0002107171875,0.0002171671875,8429,258,5
545,43,155,0.00021101875,0.00021446875,8441,138,4
546,214,30,0.0002110375,0.0002292125,8442,727,8
547,197,174,0.0002112171875,0.00022364218749999998,8449,497,5
548,135,225,0.0002118078125,0.00023455781250000002,8473,910,11
549,138,59,0.0002126578125,0.0002275328125,8507,595,11
550,79,108,0.00021321875,0.00022039375,8529,287,4
551,171,112,0.000215025,0.00021920000000000002,8601,167,0
552,52,101,0.000215225,0.00022124999999999998,8609,241,0
553,147,212,0.0002155546875,0.0002354046875,8623,794,13
554,34,195,0.0002173796875,0.0002176546875,8696,11,13
555,75,110,0.0002176640625,0.0002177390625,8707,3,7
556,125,38,0.00021789375000000002,0.00021864375,8716,30,4
557,190,205,0.000218446875,0.000224521875,8738,243,2
558,217,154,0.000218528125,0.00023995312499999999,8742,857,14
559,79,24,0.00021883906250000002,0.00022631406250000002,8754,299,7
560,196,90,0.00021956406250000002,0.00023326406250000003,8783,548,7
561,34,16,0.0002203984375,0.0002345234375,8816,565,1
562,10,204,0.000220503125,0.000242678125,8821,887,14
563,151,25,0.0002207625,0.00022336250000000002,8831,104,8
564,128,184,0.00022117656250000001,0.00024632656250000003,8848,1006,15
565,55,232,0.000221578125,0.00023372812499999998,8864,486,14
566,247,180,0.0002222203125,0.0002280453125,8889,233,3
567,95,200,0.0002229796875,0.0002468796875,8920,956,13
568,196,80,0.0002231234375,0.0002337234375,8925,424,1
569,204,218,0.0002233828125,0.0002287078125,8936,213,11
570,181,170,0.000223525,0.000231775,8941,330,0
571,78,51,0.00022428906250000001,0.0002303640625,8972,243,7
572,44,57,0.0002252328125,0.0002423078125,9010,683,11
573,187,94,0.0002264109375,0.0002470859375,9057,827,9
574,24,206,0.0002264703125,0.0002436953125,9059,689,3
575,237,103,0.0002264875,0.00023211249999999998,9060,225,8
576,155,42,0.000226590625,0.000245090625,9064,740,6
577,15,88,0.000226796875,0.000230296875,9072,140,2
578,133,248,0.000227021875,0.000247521875,9081,820,2
579,107,39,0.0002284328125,0.00024195781249999998,9138,541,11
580,131,20,0.00022846875000000002,0.00024564375,9139,687,4
581,203,85,0.00022851093750000001,0.00022901093750000003,9141,20,9
582,2,112,0.00022908437500000002,0.00023293437500000004,9164,154,10
583,236,56,0.0002291734375,0.00024139843750000002,9167,489,1
584,84,207,0.00022951875000000002,0.00023254375000000002,9181,121,4
585,224,64,0.0002298109375,0.00022988593749999998,9193,3,9
586,161,5,0.0002314625,0.0002393625,9259,316,8
587,159,166,0.00023243906250000002,0.0002473140625,9298,595,7
588,173,122,0.0002327828125,0.0002366828125,9312,156,11
589,119,127,0.000233309375,0.000253059375,9333,790,10
590,191,138,0.000233465625,0.000251690625,9339,729,6
591,39,205,0.000233640625,0.000255890625,9346,890,6
592,37,187,0.0002338109375,0.0002593359375,9353,1021,9
593,39,214,0.0002338703125,0.00024039531250000002,9355,261,3
594,60,235,0.0002341859375,0.0002538609375,9368,787,9
595,234,29,0.0002343703125,0.0002456203125,9375,450,3
596,161,193,0.00023449375000000002,0.00025711875,9380,905,4
597,59,172,0.0002348609375,0.0002407359375,9395,235,9
598,215,113,0.0002352796875,0.0002499296875,9412,586,13
599,183,197,0.0002355953125,0.0002378703125,9424,91,3
600,190,139,0.00023604375,0.00026091875,9442,995,4
601,14,61,0.0002364828125,0.0002511578125,9460,587,11
602,53,14,0.00023660312499999999,0.000250678125,9465,563,14
603,255,60,0.000237928125,0.000251178125,9518,530,14
604,103,59,0.000238084375,0.000254359375,9524,651,10
605,106,135,0.0002384671875,0.0002635921875,9539,1005,5
606,230,11,0.0002384984375,0.0002454984375,9540,280,1
607,84,226,0.0002389453125,0.0002493453125,9558,416,3
608,94,11,0.0002389640625,0.00025671406250000003,9559,710,7
609,188,14,0.00023919218749999998,0.0002495171875,9568,413,5
610,133,11,0.00023947343750000002,0.0002524734375,9579,520,1
611,132,199,0.0002398375,0.0002643125,9594,979,8
612,243,230,0.000239909375,0.000244909375,9597,200,10
613,140,66,0.00024050625,0.00025548125000000003,9621,599,12
614,81,180,0.00024076093750000001,0.0002585359375,9631,711,9
615,13,215,0.00024092187499999998,0.000262871875,9637,878,2
616,6,173,0.0002419890625,0.0002421640625,9680,7,7
617,141,54,0.0002438671875,0.0002464171875,9755,102,5
618,232,10,0.00024475937499999996,0.00026248437499999997,9791,709,10
619,131,158,0.0002449625,0.0002550125,9799,402,8
620,240,221,0.0002451421875,0.0002563421875,9806,448,5
621,203,251,0.00024535937499999997,0.00025425937499999997,9815,356,10
622,70,36,0.0002453859375,0.0002570609375,9816,467,9
623,71,49,0.0002457171875,0.0002618421875,9829,645,5
624,169,94,0.00024580625000000003,0.00025263125000000005,9833,273,12
625,154,232,0.000245809375,0.000262184375,9833,655,10
626,101,167,0.000246125,0.00025957499999999995,9845,538,0
627,145,179,0.00024632031249999996,0.00025924531249999996,9853,517,3
628,30,238,0.000246459375,0.000257909375,9859,458,10
629,178,66,0.000246525,0.00026855,9861,881,0
630,205,102,0.0002466796875,0.0002555546875,9868,355,13
631,157,248,0.00024680156249999997,0.00024705156249999995,9873,10,15
632,172,147,0.00024713906250000003,0.00026801406250000003,9886,835,7
633,124,161,0.00024715781249999997,0.00026253281249999995,9887,615,11
634,200,216,0.0002473109375,0.0002628609375,9893,622,9
635,119,50,0.00024807812500000003,0.00025242812500000006,9924,174,14
636,9,9,0.00024821718749999997,0.0002598421875,9929,465,5
637,212,245,0.00024844531249999997,0.00025639531249999997,9938,318,3
638,56,189,0.00024853125,0.00025738125,9942,354,12
639,208,15,0.0002485390625,0.0002700390625,9942,860,7
640,18,5,0.00024917343750000004,0.0002545984375,9967,217,1
641,46,86,0.000250165625,0.000268065625,10007,716,6
642,90,51,0.0002505625,0.0002691125,10023,742,8
643,58,68,0.000251740625,0.000270790625,10070,762,6
644,177,176,0.0002518984375,0.0002764734375,10076,983,1
645,28,157,0.000252590625,0.000255365625,10104,111,6
646,35,221,0.00025298125,0.00027045625,10120,699,12
647,225,26,0.0002535,0.00027364999999999996,10140,806,0
648,130,91,0.0002542,0.000271175,10168,679,0
649,22,70,0.0002549578125,0.0002593828125,10199,177,11
650,156,69,0.000256225,0.000256325,10249,4,0
651,121,157,0.0002569984375,0.0002660984375,10280,364,1
652,59,125,0.0002587140625,0.0002809890625,10349,891,7
653,62,86,0.00025916875,0.00026736874999999996,10367,328,4
654,142,111,0.000259271875,0.00026247187500000004,10371,128,2
655,126,76,0.000259425,0.0002711,10377,467,0
656,246,129,0.0002606109375,0.0002677109375,10425,284,9
657,182,167,0.0002607671875,0.0002806921875,10431,797,5
658,174,126,0.00026104531249999995,0.00027754531249999997,10442,660,3
659,2,169,0.00026187187500000003,0.000283671875,10475,872,2
660,255,176,0.000262134375,0.000272734375,10486,424,10
661,32,143,0.000262421875,0.000267321875,10497,196,2
662,13,82,0.0002626109375,0.00028316093749999996,10505,822,9
663,201,239,0.000262703125,0.000267278125,10509,183,14
664,187,8,0.00026277031249999995,0.00028189531249999994,10511,765,3
665,254,210,0.0002644125,0.00028493750000000003,10577,821,8
666,133,51,0.0002663,0.0002681,10652,72,0
667,153,209,0.00026659531249999995,0.00029127031249999994,10664,987,3
668,189,25,0.000267425,0.00028890000000000003,10697,859,0
669,220,81,0.0002679203125,0.0002700953125,10717,87,3
670,115,227,0.00026799687500000003,0.000275821875,10720,313,2
671,86,134,0.0002689609375,0.0002691359375,10759,7,9
672,128,52,0.00026898437499999996,0.00028105937499999997,10760,483,10
673,214,43,0.0002693984375,0.0002751484375,10776,230,1
674,94,166,0.000269925,0.00028775000000000003,10797,713,0
675,236,36,0.000270325,0.00028797500000000005,10813,706,0
676,247,80,0.000270928125,0.00028577812500000003,10838,594,14
677,177,80,0.0002711078125,0.0002862578125,10845,606,11
678,226,190,0.000271425,0.000277725,10857,252,0
679,179,187,0.0002717078125,0.0002796578125,10869,318,11
680,170,212,0.00027205156249999996,0.00028572656249999996,10883,547,15
681,197,218,0.00027287812500000004,0.00027387812500000007,10916,40,14
682,46,55,0.00027391875,0.00028186875,10957,318,4
683,2,43,0.00027407031249999995,0.00028227031249999994,10963,328,3
684,161,86,0.00027443437499999996,0.00028570937499999995,10978,451,10
685,28,106,0.0002751671875,0.0002950171875,11007,794,5
686,99,201,0.0002763171875,0.0002894671875,11053,526,5
687,98,75,0.000277115625,0.00029049062499999996,11085,535,6
688,250,117,0.0002774125,0.0002955125,11097,724,8
689,178,219,0.00027782031249999996,0.00028462031249999997,11113,272,3
690,77,172,0.0002781984375,0.00029547343749999997,11128,691,1
691,47,194,0.0002794625,0.0002937875,11179,573,8
692,171,10,0.00028068125,0.00028618125,11228,220,12
693,21,47,0.000280778125,0.000293578125,11232,512,14
694,90,88,0.00028110625,0.00028330625,11245,88,12
695,146,117,0.0002814765625,0.0003067765625,11260,1012,15
696,194,165,0.0002818640625,0.0003023390625,11275,819,7
697,83,240,0.0002819828125,0.00030623281250000004,11280,970,11
698,229,126,0.00028259531249999996,0.0002864703125,11304,155,3
699,0,224,0.0002826015625,0.0003038765625,11305,851,15
700,239,143,0.00028354218749999997,0.0003030921875,11342,782,5
701,173,108,0.00028405312500000003,0.00030790312500000004,11363,954,14
702,188,170,0.0002843171875,0.00029579218749999997,11373,459,5
703,163,170,0.00028478593749999996,0.00029163593749999994,11392,274,9
704,5,55,0.0002850921875,0.0002942171875,11404,365,5
705,89,215,0.0002854859375,0.00029051093749999995,11420,201,9
706,9,169,0.00028602187500000005,0.00030374687500000006,11441,709,2
707,51,152,0.0002863515625,0.00030315156249999996,11455,672,15
708,106,145,0.00028658593749999995,0.00028898593749999995,11464,96,9
709,85,10,0.0002867265625,0.0002899015625,11470,127,15
710,253,8,0.0002868671875,0.0003094671875,11475,904,5
711,64,62,0.0002869828125,0.00030580781249999996,11480,753,11
712,60,158,0.0002873234375,0.00030314843750000003,11493,633,1
713,78,234,0.0002873640625,0.0002963390625,11495,359,7
714,249,255,0.0002875140625,0.0002912390625,11501,149,7
715,120,255,0.000287665625,0.000299190625,11507,461,6
716,107,238,0.000287928125,0.000309203125,11518,851,14
717,55,212,0.00028795625,0.00030145625,11519,540,12
718,233,92,0.0002879828125,0.0003107328125,11520,910,11
719,181,212,0.0002880734375,0.0003023484375,11523,571,1
720,181,79,0.00028814374999999997,0.00030721875,11526,763,4
721,41,61,0.0002892046875,0.0003080546875,11569,754,13
722,61,168,0.000290009375,0.000302184375,11601,487,10
723,225,17,0.00029020312500000004,0.00030812812500000006,11609,717,14
724,176,219,0.0002903625,0.00031316250000000003,11615,912,8
725,253,245,0.0002905328125,0.0002966578125,11622,245,11
726,219,26,0.00029062031249999995,0.00030042031249999997,11625,392,3
727,137,137,0.00029140625,0.00029240625,11657,40,12
728,100,58,0.000292459375,0.000295834375,11699,135,10
729,134,1,0.00029291093749999995,0.0003032859375,11717,415,9
730,35,114,0.00029335625,0.00031025625,11735,676,12
731,135,14,0.00029476875,0.00030581875,11791,442,4
732,172,129,0.0002951125,0.0003141875,11805,763,8
733,102,98,0.0002952609375,0.0003084609375,11811,528,9
734,179,218,0.0002953734375,0.0003160234375,11815,826,1
735,187,79,0.00029538906250000004,0.00029626406250000004,11816,35,7
736,228,64,0.00029666093749999996,0.00031866093749999996,11867,880,9
737,242,48,0.00029721718749999997,0.00031529218749999996,11889,723,5
738,19,155,0.0002974328125,0.0003037578125,11898,253,11
739,129,147,0.000297878125,0.000299953125,11916,83,14
740,137,116,0.000297915625,0.00030926562499999997,11917,454,6
741,205,186,0.00029806406250000003,0.00031166406250000004,11923,544,7
742,209,17,0.00029810156249999997,0.00030077656249999997,11925,107,15
743,93,139,0.0002981515625,0.0003118765625,11927,549,15
744,18,107,0.0002983875,0.0003056375,11936,290,8
745,71,108,0.0002986421875,0.0003133921875,11946,590,5
746,252,126,0.000298871875,0.000302421875,11955,142,2
747,124,4,0.0002992890625,0.00032218906250000004,11972,916,7
748,161,0,0.000299946875,0.00031997187500000003,11998,801,2
749,193,251,0.0003008625,0.0003044875,12035,145,8
750,25,27,0.00030092968750000004,0.00032115468750000005,12038,809,13
751,0,88,0.0003011171875,0.0003036671875,12045,102,5
752,248,225,0.00030114218749999997,0.00032311718749999995,12046,879,5
753,227,153,0.0003018125,0.0003206375,12073,753,8
754,163,201,0.00030223125,0.00031958125,12090,694,12
755,135,194,0.0003027078125,0.0003278578125,12109,1006,11
756,190,38,0.00030293906250000003,0.00032556406250000005,12118,905,7
757,142,131,0.00030312968750000004,0.00031705468750000006,12126,557,13
758,207,37,0.000303653125,0.000327103125,12147,938,14
759,198,147,0.000304234375,0.00030993437499999996,12170,228,10
760,156,132,0.000304246875,0.000319621875,12170,615,2
761,200,214,0.00030503750000000004,0.00032618750000000003,12202,846,8
762,156,47,0.0003053671875,0.0003204421875,12215,603,5
763,225,120,0.0003053765625,0.0003259015625,12216,821,15
764,13,255,0.000305453125,0.000307828125,12219,95,14
765,70,175,0.0003056765625,0.00031625156249999995,12228,423,15
766,95,247,0.0003061046875,0.0003157046875,12245,384,13
767,119,3,0.00030627968750000003,0.0003134296875,12252,286,13
768,190,65,0.0003068328125,0.0003205578125,12274,549,11
769,107,130,0.0003076,0.0003143,12304,268,0
770,21,129,0.0003077328125,0.0003090828125,12310,54,11
771,238,172,0.0003093359375,0.0003130609375,12374,149,9
772,23,83,0.0003095171875,0.0003206421875,12381,445,5
773,252,237,0.000309740625,0.000331365625,12390,865,6
774,61,158,0.0003099625,0.00031028750000000003,12399,13,8
775,137,80,0.0003099890625,0.0003321640625,12400,887,7
776,157,58,0.000311225,0.000329675,12449,738,0
777,180,81,0.0003130046875,0.0003189296875,12521,237,13
778,23,191,0.0003131765625,0.0003213265625,12528,326,15
779,216,195,0.00031335,0.000337425,12534,963,0
780,249,44,0.000314590625,0.000330115625,12584,621,6
781,11,199,0.000314640625,0.00033289062499999996,12586,730,6
782,4,79,0.00031465625,0.00032898125,12587,573,12
783,29,71,0.000315090625,0.00032756562500000004,12604,499,6
784,122,164,0.00031550937499999997,0.000328734375,12621,529,10
785,29,118,0.0003163890625,0.0003200140625,12656,145,7
786,200,254,0.00031674218749999997,0.0003243171875,12670,303,5
787,30,190,0.000316846875,0.000331371875,12674,581,2
788,223,115,0.0003175390625,0.0003223640625,12702,193,7
789,65,38,0.00031808437499999996,0.00032543437499999995,12724,294,10
790,63,5,0.0003189640625,0.0003237640625,12759,192,7
791,168,146,0.0003190859375,0.00032653593749999997,12764,298,9
792,3,115,0.000319675,0.00032795000000000003,12787,331,0
793,174,242,0.0003200171875,0.0003354171875,12801,616,5
794,237,55,0.0003200234375,0.0003421734375,12801,886,1
795,7,122,0.00032032031249999997,0.00032152031249999994,12813,48,3
796,113,196,0.000320403125,0.000324603125,12817,168,14
797,242,63,0.000320934375,0.000337359375,12838,657,10
798,182,144,0.0003209640625,0.0003299890625,12839,361,7
799,232,29,0.0003221078125,0.0003244328125,12885,93,11
800,12,2,0.000322878125,0.00033870312500000003,12916,633,14
801,136,199,0.00032303906250000003,0.0003476890625,12922,986,7
802,213,232,0.0003233734375,0.00033692343749999997,12935,542,1
803,229,115,0.0003234484375,0.00033692343749999997,12938,539,1
804,61,132,0.0003236921875,0.0003379421875,12948,570,5
805,222,212,0.000324053125,0.00032702812500000003,12963,119,14
806,88,167,0.0003244515625,0.0003389015625,12979,578,15
807,234,210,0.0003259625,0.0003465375,13039,823,8
808,171,186,0.00032602656249999996,0.00032732656249999994,13042,52,15
809,216,49,0.0003262703125,0.0003447453125,13051,739,3
810,21,197,0.0003266859375,0.0003478609375,13068,847,9
811,200,249,0.00032763750000000004,0.00033481250000000004,13106,287,8
812,125,26,0.0003277796875,0.00033967968750000003,13112,476,13
813,159,137,0.00032887968750000004,0.00033972968750000006,13156,434,13
814,225,149,0.00032910625,0.00033568125,13165,263,12
815,57,112,0.00033004062500000003,0.00034279062500000004,13202,510,6
816,154,216,0.000330721875,0.000340946875,13229,409,2
817,4,176,0.0003310390625,0.0003503390625,13242,772,7
818,240,124,0.0003316828125,0.0003333078125,13268,65,11
819,71,30,0.000332215625,0.00034469062500000003,13289,499,6
820,44,52,0.00033265156249999997,0.0003440765625,13307,457,15
821,102,60,0.00033290156249999995,0.0003419515624999999,13317,362,15
822,20,227,0.0003333515625,0.0003485015625,13335,606,15
823,199,194,0.000333403125,0.000348453125,13337,602,14
824,165,230,0.00033365625,0.00033788125000000003,13347,169,12
825,131,18,0.0003337796875,0.0003389296875,13352,206,13
826,3,136,0.00033395625000000003,0.00034423125000000005,13359,411,12
827,248,213,0.0003344015625,0.00034030156249999997,13377,236,15
828,7,137,0.0003344015625,0.0003503265625,13377,637,15
829,12,212,0.0003349015625,0.0003420515625,13397,286,15
830,132,62,0.00033511093749999995,0.00033886093749999996,13405,150,9
831,163,85,0.000335421875,0.000356371875,13417,838,2
832,238,132,0.0003355734375,0.00034737343750000004,13423,472,1
833,176,93,0.000336271875,0.000340321875,13451,162,2
834,3,78,0.00033664843750000003,0.0003435984375,13466,278,1
835,219,147,0.000336653125,0.000351928125,13467,611,14
836,238,22,0.000336684375,0.000344359375,13468,307,10
837,232,168,0.00033671875,0.00035386875,13469,686,4
838,137,166,0.0003370203125,0.0003484953125,13481,459,3
839,165,174,0.000337128125,0.000347528125,13486,416,14
840,141,143,0.0003381140625,0.00035978906250000003,13525,867,7
841,25,119,0.000338709375,0.00035560937499999997,13549,676,10
842,187,251,0.00033898125,0.00034615625,13560,287,12
843,88,140,0.00033916093749999997,0.00035951093749999995,13567,814,9
844,253,110,0.000339346875,0.000344846875,13574,220,2
845,249,197,0.00034005625,0.00035598125000000004,13603,637,12
846,149,177,0.00034064687500000003,0.00034327187500000005,13626,105,2
847,38,183,0.00034085625,0.00034160624999999997,13635,30,12
848,175,144,0.00034114687500000004,0.00036667187500000003,13646,1021,2
849,20,87,0.00034238281249999997,0.0003651078125,13696,909,11
850,17,240,0.0003427046875,0.0003647046875,13709,880,13
851,121,60,0.0003434578125,0.00035950781249999996,13739,642,11
852,101,96,0.000343528125,0.000356153125,13742,505,14
853,59,76,0.000344915625,0.000363990625,13797,763,6
854,133,8,0.0003450125,0.00036828750000000003,13801,931,8
855,235,209,0.0003452796875,0.0003624046875,13812,685,13
856,218,218,0.0003452984375,0.0003690984375,13812,952,1
857,121,56,0.00034547031249999995,0.0003646453125,13819,767,3
858,246,89,0.00034563906250000004,0.0003588140625,13826,527,7
859,83,41,0.00034616875,0.00035946875,13847,532,4
860,129,138,0.00034623125,0.00037000625,13850,951,12
861,212,85,0.00034634374999999997,0.00035164375,13854,212,4
862,2,27,0.000346603125,0.000357153125,13865,422,14
863,186,206,0.0003466921875,0.0003658921875,13868,768,5
864,133,241,0.00034671874999999997,0.00035149374999999996,13869,191,4
865,197,15,0.0003468,0.000348125,13872,53,0
866,194,128,0.0003468390625,0.0003637640625,13874,677,7
867,66,123,0.0003468671875,0.00036681718750000003,13875,798,5
868,167,112,0.0003472984375,0.0003695234375,13892,889,1
869,60,252,0.0003481734375,0.0003549234375,13927,270,1
870,187,67,0.00034874531249999997,0.0003601703125,13950,457,3
871,168,207,0.0003503875,0.00036438750000000004,14016,560,8
872,63,66,0.0003512609375,0.0003708859375,14051,785,9
873,135,207,0.0003519484375,0.0003648234375,14078,515,1
874,1,29,0.0003521265625,0.0003609515625,14086,353,15
875,168,197,0.00035245,0.000377725,14098,1011,0
876,53,178,0.000352540625,0.00035384062499999996,14102,52,6
877,92,169,0.00035255625,0.00035533125,14103,111,12
878,76,135,0.000352890625,0.000362715625,14116,393,6
879,166,21,0.00035343125,0.00036528125,14138,474,12
880,191,161,0.00035408593749999996,0.00037543593749999997,14164,854,9
881,124,221,0.000354553125,0.000356328125,14183,71,14
882,131,154,0.0003548109375,0.0003701109375,14193,612,9
883,193,127,0.00035545625,0.00037775625,14219,892,12
884,8,94,0.00035579374999999996,0.00037634374999999994,14232,822,4
885,246,47,0.0003562078125,0.00036038281249999997,14249,167,11
886,148,129,0.00035674687500000004,0.00036442187500000005,14270,307,2
887,200,27,0.000357859375,0.000381384375,14315,941,10
888,128,156,0.0003583328125,0.0003735578125,14334,609,11
889,247,246,0.000358996875,0.00038284687500000003,14360,954,2
890,162,245,0.00036009687500000004,0.00037954687500000006,14404,778,2
891,58,30,0.000360215625,0.000374965625,14409,590,6
892,104,52,0.0003613984375,0.0003618984375,14456,20,1
893,4,40,0.00036193593749999996,0.00036221093749999996,14478,11,9
894,143,67,0.000362909375,0.000367059375,14517,166,10
895,43,107,0.00036333125,0.00038313125,14534,792,12
896,162,213,0.000363509375,0.00038250937499999997,14541,760,10
897,198,110,0.000363578125,0.00037115312500000003,14544,303,14
898,165,102,0.0003636109375,0.0003857359375,14545,885,9
899,228,166,0.000363678125,0.000365578125,14548,76,14
900,81,185,0.000363753125,0.00036627812500000003,14551,101,14
901,222,181,0.000363940625,0.00037241562499999996,14558,339,6
902,58,113,0.0003642640625,0.0003829890625,14571,749,7
903,199,138,0.0003643640625,0.0003763390625,14575,479,7
904,229,69,0.0003647484375,0.0003669734375,14590,89,1
905,187,156,0.000364790625,0.000378290625,14592,540,6
906,255,127,0.000365159375,0.000367134375,14607,79,10
907,225,222,0.000365946875,0.000391096875,14638,1006,2
908,124,158,0.000366028125,0.000372803125,14642,271,14
909,204,232,0.0003665609375,0.0003802609375,14663,548,9
910,223,186,0.0003666421875,0.0003717171875,14666,203,5
911,98,149,0.0003669234375,0.0003670984375,14677,7,1
912,207,143,0.00036737187500000004,0.00038702187500000006,14695,786,2
913,60,193,0.00036742812500000004,0.000387703125,14698,811,14
914,198,149,0.00036804531249999995,0.00036832031249999994,14722,11,3
915,10,124,0.000368125,0.00038567500000000004,14725,702,0
916,253,37,0.00036878906250000003,0.00039281406250000003,14752,961,7
917,163,152,0.00036883593749999997,0.00038898593749999994,14754,806,9
918,18,61,0.0003692234375,0.0003716484375,14769,97,1
919,96,216,0.0003697546875,0.0003757796875,14791,241,13
920,1,198,0.0003697625,0.0003857125,14791,638,8
921,99,98,0.0003702734375,0.0003955734375,14811,1012,1
922,147,159,0.0003703765625,0.0003835765625,14816,528,15
923,104,13,0.0003709390625,0.0003815640625,14838,425,7
924,76,161,0.00037160625,0.00038553125,14865,557,12
925,1,184,0.0003718671875,0.0003925421875,14875,827,5
926,159,136,0.00037188593749999996,0.00038116093749999996,14876,371,9
927,198,105,0.00037209375,0.00039761874999999996,14884,1021,4
928,194,23,0.0003722796875,0.0003837546875,14892,459,13
929,201,234,0.00037279375,0.00038039375,14912,304,4
